accelerator,Model,Features,Fold,mae,r2,train_time_sec,infer_time_sec,peak_cpu_percent,peak_memory_mb,peak_gpu_util_percent,peak_gpu_memory_mb
CPU,RF,Baseline,1,41.92947830678921,0.34323671695071156,1.225979725000002,0.01954490799994346,273.5,5239.48046875,,
CPU,XGB,Baseline,1,41.69347026625352,0.3605108646895996,5.289330055999926,0.0018331500000385859,4281.4,6845.53515625,,
CPU,MLP,Baseline,1,54.300571690448315,-0.012858157042367813,0.7789033540000219,0.000741320000088308,77.0,7918.26953125,,
CPU,LSTM,Baseline,1,50.54233326332274,0.05589227679485764,8.160919879999938,0.06695994300002894,330.8,7926.1484375,,
CPU,RF,Enhanced,1,35.83437399561524,0.5052010158600355,1.213317886000027,0.04030332599995745,602.7,9383.44921875,,
CPU,XGB,Enhanced,1,37.679004056272184,0.4818518605456993,0.8301370180000731,0.001819189999991977,4181.1,10458.51953125,,
CPU,MLP,Enhanced,1,38.21960490310725,0.4507281149129777,0.2549658420000469,0.0007894699999724253,80.1,10466.03125,,
CPU,LSTM,Enhanced,1,42.00886671963897,0.3162329869549464,8.172160444000042,0.06406828299998324,313.5,10553.8515625,,
CPU,RF,Enhanced_2,1,38.897425532260925,0.42183334683868334,0.6646555759999728,0.031376896999972814,954.3,10774.390625,,
CPU,XGB,Enhanced_2,1,38.047312238552806,0.4715462536949814,0.2608699700000443,0.0018215600000530685,1093.9,11048.58984375,,
CPU,MLP,Enhanced_2,1,37.60481571233141,0.46423157744368526,0.32657660399991073,0.0008058600000140359,53.3,11055.34765625,,
CPU,LSTM,Enhanced_2,1,41.425931900020394,0.3251185404487422,8.528620871000044,0.06398674299998675,305.4,11087.2578125,,
CPU,RF,Baseline,2,43.85492812459162,0.2965894232168167,0.5102739129999918,0.02706014700004289,424.4,11233.62890625,,
CPU,XGB,Baseline,2,45.62151745455669,0.266344731961357,0.15670863399998325,0.0015616489999956684,910.9,11420.859375,,
CPU,MLP,Baseline,2,57.92917608068255,-0.2824145078778719,0.2569262010000557,0.0007445400000278823,106.3,11423.8359375,,
CPU,LSTM,Baseline,2,52.74163969243031,0.04773281877894253,8.005855859000008,0.06272548300000835,334.3,11514.97265625,,
CPU,RF,Enhanced,2,39.0758943347388,0.4467625182358653,0.5311752609999303,0.02719250600000578,354.4,11637.3828125,,
CPU,XGB,Enhanced,2,40.29604883596554,0.42343360276336817,0.22712497500003792,0.0036099100000228646,1835.4,11777.52734375,,
CPU,MLP,Enhanced,2,42.84737189002817,0.34931905947638253,0.2999621669999897,0.0007877600000938401,63.6,11781.87890625,,
CPU,LSTM,Enhanced,2,44.21658993069691,0.3023980400805947,8.080577001000051,0.06446671300000162,345.5,11856.09765625,,
CPU,RF,Enhanced_2,2,39.21033794335688,0.44210569504099784,0.5085450729999366,0.016969768000080876,443.9,11902.46484375,,
CPU,XGB,Enhanced_2,2,40.519876333434894,0.4207982630166953,0.20516985799997656,0.001829039000085686,406.1,11956.6796875,,
CPU,MLP,Enhanced_2,2,43.37682953907998,0.32831817732703694,0.24460495299990725,0.000771428999996715,106.2,11965.03515625,,
CPU,LSTM,Enhanced_2,2,45.87198106082322,0.2449683403713615,8.59437678400002,0.06509237300008408,304.6,12043.78515625,,
CPU,RF,Baseline,3,42.47472604262107,0.3138335978083524,0.4954871049999383,0.029255325999997694,287.8,12099.2734375,,
CPU,XGB,Baseline,3,43.465423776141535,0.298492872252071,0.14435414399997626,0.0020570200000520344,857.4,12106.85546875,,
CPU,MLP,Baseline,3,55.7891659801433,0.011767944197934144,0.2291953349999858,0.0008676700000478377,88.2,12107.90234375,,
CPU,LSTM,Baseline,3,50.27613402602063,0.1319170046793272,8.113298267000005,0.06881990299996232,315.2,12108.1171875,,
CPU,RF,Enhanced,3,37.73865723734383,0.4798852294696784,0.5943455740000445,0.040112436000072194,557.9,12133.8359375,,
CPU,XGB,Enhanced,3,38.808292990901144,0.4654789328238632,0.21912579599995752,0.0016368289999491026,9.6,12138.92578125,,
CPU,MLP,Enhanced,3,41.06730340559481,0.3608886994952738,0.3216078140000036,0.0008338000000094326,1488.4,12142.03515625,,
CPU,LSTM,Enhanced,3,44.013610728829015,0.2975811221034885,8.079514661999951,0.065056881999908,336.1,12234.86328125,,
CPU,RF,Enhanced_2,3,42.058269617991364,0.37837061138565775,0.6131724720000875,0.04097676499998215,574.5,12282.68359375,,
CPU,XGB,Enhanced_2,3,38.98400534422553,0.4689973163903586,0.29247449700005745,0.001898750000009386,1821.7,12284.73046875,,
CPU,MLP,Enhanced_2,3,41.57756216959432,0.355891213889758,0.3035942660000046,0.0008552099999405982,63.8,12286.21875,,
CPU,LSTM,Enhanced_2,3,44.6347469888813,0.30057139855124626,8.031123463999961,0.0634970629999998,326.4,12356.73046875,,
CPU,RF,Baseline,4,43.78559429773185,0.2703454395659223,0.40703996399997777,0.027401866999980484,386.8,12376.00390625,,
CPU,XGB,Baseline,4,44.76908657618589,0.25998276221342487,0.13038085600010163,0.0013534290000052351,1342.7,12377.62890625,,
CPU,MLP,Baseline,4,55.50700548906849,-0.0018585152922165893,0.24383191300000817,0.0007263300000204254,88.2,12377.78515625,,
CPU,LSTM,Baseline,4,53.43689071861207,0.04577598675707595,8.700864249000006,0.06356081199999153,316.3,12398.25,,
CPU,RF,Enhanced,4,39.33882222540768,0.40095442453630925,0.5058693830000038,0.02879100699999526,426.6,12347.3984375,,
CPU,XGB,Enhanced,4,40.348001826624454,0.3779978621692276,0.21185667700001432,0.0017728689999785274,0.0,12345.01953125,,
CPU,MLP,Enhanced,4,41.693654476590375,0.338375127853774,0.3182516440000427,0.0009023999999726584,63.7,12349.7578125,,
CPU,LSTM,Enhanced,4,45.11068767202574,0.2672723788026333,8.178882868000073,0.06422698300002594,309.8,12422.140625,,
CPU,RF,Enhanced_2,4,39.49860955811172,0.4022485354517895,0.5059618830000545,0.01706192800008921,470.4,12457.8671875,,
CPU,XGB,Enhanced_2,4,40.47555225148014,0.3774972440479675,0.24118989199996577,0.0018352299999833122,1819.0,12458.765625,,
CPU,MLP,Enhanced_2,4,42.45518214763864,0.3204349811764088,0.32672732300000007,0.0008468300000004092,403.6,12458.9296875,,
CPU,LSTM,Enhanced_2,4,45.3015477204738,0.22619130961830536,8.07445359899998,0.06363631300007455,316.7,12534.88671875,,
CPU,RF,Baseline,5,42.97512794103313,0.3765049981462004,0.46782589700001154,0.03441875599992272,382.1,12570.96875,,
CPU,XGB,Baseline,5,44.18222147140104,0.3405162594301211,0.1683869710000181,0.0014411099999733779,442.7,12570.2734375,,
CPU,MLP,Baseline,5,55.84672206961564,0.05972956866565493,0.29247333700004674,0.000751540000010209,406.9,12570.35546875,,
CPU,LSTM,Baseline,5,49.40640839499822,0.1760489494865125,8.002739948999988,0.06377099300016198,323.5,12646.17578125,,
