accelerator,Model,Features,avg_mae,std_mae,avg_r2,std_r2,avg_train_time_sec,std_train_time_sec,avg_infer_time_sec,std_infer_time_sec,avg_peak_cpu,std_peak_cpu,avg_peak_memory_mb,std_peak_memory_mb,avg_peak_gpu_util,avg_peak_gpu_memory_mb
GPU_NVIDIA_A100-SXM4-80GB,LSTM,Baseline,50.75069833216894,1.2477366205213618,0.08832485864228916,0.03500037130900726,16.654197691800004,2.1322487739283926,0.10248907759998929,0.002520554736417632,183.54000000000002,80.14226725018452,7058.17734375,373.5781834654924,40.0,5376.0
GPU_NVIDIA_A100-SXM4-80GB,LSTM,Enhanced,43.674415767452786,2.396113285505256,0.29617741950216053,0.06719894777102069,15.760990558599996,0.3079644011649064,0.09949940499996046,0.0017953510383128665,190.74,77.04844579873107,7168.28515625,226.04182725563732,40.0,5547.0
GPU_NVIDIA_A100-SXM4-80GB,LSTM,Enhanced_2,43.90090244205656,2.1392904333471576,0.28748383856235665,0.068809541378408,15.566192137600023,0.20589637724257195,0.09784556419997444,0.0004834697352293063,183.76,50.902927224276596,7233.196875,223.60008251209138,40.4,5547.0
GPU_NVIDIA_A100-SXM4-80GB,MLP,Baseline,55.87452826199166,1.3078656123690307,-0.04512673346977345,0.13550898130464378,0.6145600171999603,0.039162530833786624,0.0012974035999832267,3.847558310516757e-05,179.2,170.80436177100395,6986.54453125,445.8064466079639,0.0,5360.0
GPU_NVIDIA_A100-SXM4-80GB,MLP,Enhanced,41.17159113509587,1.770790201346605,0.3807349261841094,0.04645574233389523,0.6844021246000012,0.06822768479931161,0.001426418999994894,5.049073331970935e-05,215.01999999999998,56.38263917200046,7122.82421875,220.77402191964902,1.4,5543.8
GPU_NVIDIA_A100-SXM4-80GB,MLP,Enhanced_2,41.123321224726716,2.219792737757948,0.3789372904962479,0.06322212797687324,0.7204386796000108,0.05039773103541751,0.0014407387999881393,9.020181873017559e-05,132.78,64.291733527725,7175.9734375,220.94850793676991,0.0,5547.0
GPU_NVIDIA_A100-SXM4-80GB,RF,Baseline,43.00397094255338,0.832245411849087,0.32010203513760066,0.041183621645974285,1.729464006199987,1.010711386743707,0.05071497060000638,0.01193902397939537,333.52,72.58055524725613,6566.12734375,1366.2390605341272,0.0,4438.6
GPU_NVIDIA_A100-SXM4-80GB,RF,Enhanced,38.053055974721765,1.3938417211675262,0.46243327045265803,0.04014191447850252,1.7930929824000486,0.11407735909475243,0.043701756799987376,0.011828558253708538,613.8399999999999,81.82281466681525,7051.7078125,356.7806137668683,3.0,5376.0
GPU_NVIDIA_A100-SXM4-80GB,RF,Enhanced_2,39.76643083218629,1.2987847322310635,0.4212401800945528,0.03265948795111117,1.8693801923999445,0.116820904437265,0.04562400259997048,0.014504181692851968,588.36,309.6071753044493,7172.80859375,222.83873470420332,2.8,5547.0
GPU_NVIDIA_A100-SXM4-80GB,XGB,Baseline,43.946343908907735,1.4870670759044284,0.3051694981093147,0.04445739896532872,0.6967569522000303,0.8327678763020755,0.007844559999966805,0.011967278065720977,430.56000000000006,579.0694371144103,6984.625,448.1492053189052,5.8,5360.0
GPU_NVIDIA_A100-SXM4-80GB,XGB,Enhanced,39.224923932157125,1.1209064145627177,0.44611694481761416,0.04494857738814632,0.4669757864000303,0.24733156486873548,0.0028265358000226113,0.00016416045369411022,377.8,439.8535040215094,7120.71171875,222.4473199848832,0.0,5543.8
GPU_NVIDIA_A100-SXM4-80GB,XGB,Enhanced_2,39.5373673675821,1.0472642419424694,0.4412492815509575,0.04139646704043171,0.5177295723999805,0.3525190275051743,0.0038150232000134566,0.00200662056825072,256.06,468.5409352447233,7174.2375,221.50578730064416,0.0,5547.0
