accelerator,Model,Features,Fold,mae,r2,train_time_sec,infer_time_sec,peak_cpu_percent,peak_memory_mb,peak_gpu_util_percent,peak_gpu_memory_mb
GPU_NVIDIA_L4,RF,Baseline,1,41.92947830678919,0.34323671695071156,3.1065029449998747,0.027470502000142005,253.9,4138.03125,0,3
GPU_NVIDIA_L4,XGB,Baseline,1,41.69347026625352,0.3605108646895996,2.2424958999999944,0.005789001000039207,1044.7,5682.41796875,17,2055
GPU_NVIDIA_L4,MLP,Baseline,1,54.300571690448315,-0.012858157042367813,0.5993287070000406,0.001236713000025702,105.8,5688.40234375,0,2055
GPU_NVIDIA_L4,LSTM,Baseline,1,50.144035436359495,0.05835491502926904,20.01327076099983,0.09979083100006392,213.9,5843.96875,21,2107
GPU_NVIDIA_L4,RF,Enhanced,1,35.83437399561524,0.5052010158600355,1.896336791999829,0.05824683700006972,670.8,5902.8203125,1,2107
GPU_NVIDIA_L4,XGB,Enhanced,1,37.679004056272184,0.4818518605456993,0.34347384400007286,0.002571018000026015,0.0,6145.9296875,3,2480
GPU_NVIDIA_L4,MLP,Enhanced,1,38.21960490310725,0.4507281149129777,0.5681445090001489,0.0013135909998709394,101.3,6148.8515625,3,2480
GPU_NVIDIA_L4,LSTM,Enhanced,1,41.426291433538665,0.3490280069473487,15.267864840999891,0.09978013599993574,150.5,6207.46484375,22,2496
GPU_NVIDIA_L4,RF,Enhanced_2,1,38.89742553226092,0.42183334683868334,2.1524183340000036,0.051032099000167364,744.1,6233.16015625,2,2496
GPU_NVIDIA_L4,XGB,Enhanced_2,1,38.047312238552806,0.4715462536949814,0.6348752069998227,0.024084447999939584,877.9,6243.1484375,0,2496
GPU_NVIDIA_L4,MLP,Enhanced_2,1,37.60481571233141,0.46423157744368526,0.7839252769999803,0.0016210640001190768,106.9,6243.9765625,0,2496
GPU_NVIDIA_L4,LSTM,Enhanced_2,1,42.307472906099584,0.30300011056868326,15.196321538999882,0.0988686759999382,162.6,6298.0,22,2496
GPU_NVIDIA_L4,RF,Baseline,2,43.85492812459162,0.2965894232168167,1.3174250690001372,0.04946728899994923,310.3,6312.625,0,2496
GPU_NVIDIA_L4,XGB,Baseline,2,45.62151745455669,0.266344731961357,0.200431313000081,0.0025829979999798525,7.9,6313.4296875,0,2496
GPU_NVIDIA_L4,MLP,Baseline,2,57.92917608068255,-0.2824145078778719,0.63441626000008,0.0012685570000030566,106.2,6313.86328125,0,2496
GPU_NVIDIA_L4,LSTM,Baseline,2,52.367369174653305,0.06258450948233296,15.167954446000067,0.09753809599988017,266.3,6363.04296875,22,2496
GPU_NVIDIA_L4,RF,Enhanced,2,39.0758943347388,0.4467625182358653,1.6491968980001275,0.03720574499993745,436.6,6373.05859375,2,2496
GPU_NVIDIA_L4,XGB,Enhanced,2,40.29604883596554,0.42343360276336817,0.3562406469998223,0.002551964000076623,8.0,6374.09375,0,2496
GPU_NVIDIA_L4,MLP,Enhanced,2,42.84737189002817,0.34931905947638253,0.6890391800000089,0.0013585680001142464,241.2,6376.171875,0,2496
GPU_NVIDIA_L4,LSTM,Enhanced,2,44.67029734115398,0.2846749986176599,15.674856743999953,0.09552775900010602,167.8,6377.07421875,22,2496
GPU_NVIDIA_L4,RF,Enhanced_2,2,39.21033794335688,0.44210569504099795,1.751828112000112,0.03781486200000472,524.1,6350.58203125,1,2496
GPU_NVIDIA_L4,XGB,Enhanced_2,2,40.519876333434894,0.4207982630166953,0.3561589820001245,0.0026879090000875294,8.3,6351.3046875,0,2496
GPU_NVIDIA_L4,MLP,Enhanced_2,2,43.37682953907998,0.32831817732703694,0.6778142539999408,0.0014279460001489497,248.3,6354.47265625,0,2496
GPU_NVIDIA_L4,LSTM,Enhanced_2,2,45.1482266153703,0.2792943632836923,15.245792849000054,0.09663826699988931,154.8,6410.15234375,22,2496
GPU_NVIDIA_L4,RF,Baseline,3,42.47472604262107,0.3138335978083524,1.308335674999853,0.0495845030000055,339.0,6424.171875,0,2496
GPU_NVIDIA_L4,XGB,Baseline,3,43.465423776141535,0.298492872252071,0.2018130960000235,0.0034432730001299205,7.8,6423.8359375,0,2496
GPU_NVIDIA_L4,MLP,Baseline,3,55.7891659801433,0.011767944197934144,0.5635772980001548,0.0012177040000551642,99.2,6423.99609375,0,2496
GPU_NVIDIA_L4,LSTM,Baseline,3,50.322012097691356,0.13012006994136427,15.17817203300001,0.10102312200001506,269.6,6476.79296875,22,2496
GPU_NVIDIA_L4,RF,Enhanced,3,37.73865723734383,0.4798852294696784,1.8428397959999074,0.047064629000033165,600.6,6484.24609375,2,2496
GPU_NVIDIA_L4,XGB,Enhanced,3,38.808292990901144,0.4654789328238632,0.3628580500001135,0.002530485000079352,146.3,6484.765625,0,2496
GPU_NVIDIA_L4,MLP,Enhanced,3,41.06730340559481,0.3608886994952738,0.7205489030000081,0.0012768100000357663,101.7,6488.65234375,0,2496
GPU_NVIDIA_L4,LSTM,Enhanced,3,42.91295986415088,0.33300427008658406,15.091407990999869,0.0984335650000503,171.1,6549.359375,22,2496
GPU_NVIDIA_L4,RF,Enhanced_2,3,42.05826961799136,0.37837061138565786,1.9705692,0.05301989300005516,771.7,6558.10546875,2,2496
GPU_NVIDIA_L4,XGB,Enhanced_2,3,38.98400534422553,0.4689973163903586,0.337466102999997,0.002797245000010662,142.7,6559.80859375,0,2496
GPU_NVIDIA_L4,MLP,Enhanced_2,3,41.57756216959432,0.355891213889758,0.6900899079998908,0.0012952160000168078,202.1,6560.56640625,0,2496
GPU_NVIDIA_L4,LSTM,Enhanced_2,3,43.99603349259912,0.30869102220496014,15.035842656999876,0.09801263000008476,280.5,6620.04296875,22,2496
GPU_NVIDIA_L4,RF,Baseline,4,43.78559429773185,0.2703454395659223,1.1292776320001394,0.02923521200000323,405.9,6630.40625,0,2496
GPU_NVIDIA_L4,XGB,Baseline,4,44.76908657618589,0.25998276221342487,0.2377140700000382,0.0021953539999230998,324.2,6630.60546875,0,2496
GPU_NVIDIA_L4,MLP,Baseline,4,55.50700548906849,-0.0018585152922165893,0.5700664310002139,0.0012628839999706543,99.2,6630.875,0,2496
GPU_NVIDIA_L4,LSTM,Baseline,4,51.52007602986761,0.0713515630478948,15.94221831599998,0.09823903300002712,269.7,6631.48046875,22,2496
GPU_NVIDIA_L4,RF,Enhanced,4,39.33882222540768,0.40095442453630925,1.672190171000011,0.03782910100017034,580.0,6551.86328125,2,2496
GPU_NVIDIA_L4,XGB,Enhanced,4,40.348001826624454,0.3779978621692276,0.3611327779999556,0.0026813269998910982,7.9,6551.578125,0,2496
GPU_NVIDIA_L4,MLP,Enhanced,4,41.693654476590375,0.338375127853774,0.7272541740001088,0.0014428219999444991,502.0,6554.31640625,0,2496
GPU_NVIDIA_L4,LSTM,Enhanced,4,45.838810786874824,0.21001317713882917,15.26902230199994,0.0993007999998099,170.5,6598.1875,22,2496
GPU_NVIDIA_L4,RF,Enhanced_2,4,39.49860955811172,0.4022485354517893,1.735950998999897,0.02744730599988543,460.0,6606.3984375,2,2496
GPU_NVIDIA_L4,XGB,Enhanced_2,4,40.47555225148014,0.3774972440479675,0.3658220689999325,0.0026606889998674887,145.1,6605.1328125,0,2496
GPU_NVIDIA_L4,MLP,Enhanced_2,4,42.45518214763864,0.3204349811764088,0.7483695399998851,0.0013828429998739011,184.7,6605.9921875,0,2496
GPU_NVIDIA_L4,LSTM,Enhanced_2,4,45.15595384033526,0.2308281241089022,15.156614910000144,0.09492495599988615,148.8,6662.66796875,22,2496
GPU_NVIDIA_L4,RF,Baseline,5,42.975127941033136,0.3765049981462003,1.2941816059999383,0.04904727799998909,335.5,6668.45703125,0,2496
