accelerator,Model,Features,avg_mae,std_mae,avg_r2,std_r2,avg_train_time_sec,std_train_time_sec,avg_infer_time_sec,std_infer_time_sec,avg_peak_cpu,std_peak_cpu,avg_peak_memory_mb,std_peak_memory_mb,avg_peak_gpu_util,avg_peak_gpu_memory_mb
CPU,LSTM,Baseline,51.28068121907679,1.7212503052049313,0.09147340729934317,0.05927945909333387,8.19673564079999,0.29002570455520865,0.06516742680003063,0.002600385774933759,324.02,8.50452820560905,11318.7328125,1942.8541313397045,,
CPU,LSTM,Enhanced,43.636151697463305,1.2196270254697845,0.3005981140755026,0.02076599149147926,8.107383053799982,0.06607298208613606,0.06456867279996459,0.00045378052685254665,325.94,15.019753659764199,11962.41875,850.5276972625463,,
CPU,LSTM,Enhanced_2,44.00876133368942,1.8468717215949932,0.2834257730988753,0.045125375279956866,8.421063017200026,0.36105371679415915,0.06408330300002944,0.000629602417146396,315.5,10.250365847129544,12159.7171875,656.29429147177,,
CPU,MLP,Baseline,55.87452826199166,1.3078656123690307,-0.04512673346977345,0.13550898130464378,0.36026602800002366,0.23519598700720717,0.0007662800000389324,5.742131878089121e-05,153.32,142.14400092863573,11279.6296875,1928.5675779956787,,
CPU,MLP,Enhanced,41.17159113509587,1.770790201346605,0.3807349261841094,0.04645574233389523,0.28795444780000706,0.03580955049126947,0.0008163100000047052,5.379394109501868e-05,357.02000000000004,632.5565800780196,11879.21796875,851.6224926160093,,
CPU,MLP,Enhanced_2,41.123321224726716,2.219792737757948,0.3789372904962479,0.06322212797687324,0.30355059819994495,0.03429001086238257,0.0008098117999907117,4.039415316426917e-05,138.06,149.83280014736428,12108.28671875,657.5565758016141,,
CPU,RF,Baseline,43.00397094255338,0.8322454118490851,0.32010203513760066,0.04118362164597422,0.6213213207999843,0.34031415905542606,0.02753620079997745,0.00534860708361923,350.91999999999996,66.40193521276318,10703.87109375,3097.1534408246985,,
CPU,RF,Enhanced,38.053055974721765,1.3938417211675254,0.46243327045265803,0.04014191447850254,0.6664987297999915,0.30833013887797905,0.030996040599984554,0.009262805947856459,489.62,99.98768424161048,11632.18515625,1310.9237036995655,,
CPU,RF,Enhanced_2,39.766430832186295,1.2987847322310635,0.4212401800945528,0.03265948795111116,0.5638142648000212,0.0713819975471463,0.02680974700006118,0.010175179412240724,572.0,221.89396116163232,12038.91484375,774.2096048047556,,
CPU,XGB,Baseline,43.946343908907735,1.4870670759044284,0.3051694981093147,0.04445739896532872,1.1778321322000012,2.2984407126117135,0.0016492716000129804,0.0002909475208154252,1567.02,1550.5102150582559,11064.23046875,2398.1671171155017,,
CPU,XGB,Enhanced,39.224923932157125,1.1209064145627177,0.44611694481761416,0.04494857738814632,0.33740816260003614,0.27564072432237136,0.0021198796000135188,0.0008356794986967684,1207.14,1841.5034477295992,11874.92265625,853.5663469732757,,
CPU,XGB,Enhanced_2,39.5373673675821,1.0472642419424694,0.4412492815509575,0.04139646704043171,0.303797787800022,0.1245520477749122,0.0019135716000391767,0.00015387581254215936,1888.14,1470.843551503694,12104.93125,660.5960753813673,,
