accelerator,Model,Features,avg_mae,std_mae,avg_r2,std_r2,avg_train_time_sec,std_train_time_sec,avg_infer_time_sec,std_infer_time_sec,avg_peak_cpu,std_peak_cpu,avg_peak_memory_mb,std_peak_memory_mb,avg_peak_gpu_util,avg_peak_gpu_memory_mb
CPU,LSTM,Baseline,50.49509713902664,0.7528825384139023,0.0857954556027839,0.0487867483956584,17.84455051499999,0.9393495533840813,0.12875724639998226,0.0065662098662992024,309.46,12.796796474118027,4024.85859375,219.96207037548453,,
CPU,LSTM,Enhanced,43.35735256966411,1.4828726896894575,0.3110436564563111,0.04430216343156628,17.904015518200005,0.7255366466249529,0.1303511029999754,0.006259198045705401,304.65999999999997,9.27566709191312,4059.93984375,238.59316603793346,,
CPU,LSTM,Enhanced_2,43.797505872024466,2.179215709318009,0.28881315916211503,0.05825012061817376,17.731048529600002,0.27802951331986675,0.1306449068000802,0.012299229534062572,297.7,10.564800045433895,4117.26953125,233.1711141104433,,
CPU,MLP,Baseline,55.87452826199166,1.3078656123690318,-0.04512673346977336,0.13550898130464373,0.7070906377999109,0.07411000710004798,0.00140722220007774,8.139709221483651e-05,174.66,109.96523541556213,3975.58671875,201.03902281208326,,
CPU,MLP,Enhanced,41.171591135095866,1.7707902013466046,0.3807349261841093,0.04645574233389525,0.7672539487999529,0.07118218917841201,0.0015330594000261045,0.0001524403167026817,122.6,34.62953941362778,3989.14453125,247.95924068646661,,
CPU,MLP,Enhanced_2,41.123321224726716,2.2197927377579467,0.3789372904962479,0.06322212797687322,0.7814394345999517,0.049239083549602526,0.0015322878000006313,6.893106739767472e-05,125.02000000000001,35.70864041097056,4042.80703125,218.90375439459535,,
CPU,RF,Baseline,43.00397094255337,0.8322454118490861,0.3201020351376006,0.04118362164597419,2.5654461229999925,1.3436702846476871,0.07314017599996987,0.019804691363218337,342.26,47.224231068382664,3934.56640625,278.5403873053771,,
CPU,RF,Enhanced,38.05305597472176,1.393841721167525,0.4624332704526581,0.04014191447850251,2.8394416431999616,0.14125195302059618,0.06324116000000686,0.02171167045000833,654.5600000000001,51.985315234208166,3990.73984375,252.33673634856925,,
CPU,RF,Enhanced_2,39.766430832186295,1.2987847322310584,0.4212401800945528,0.03265948795111113,3.152368739400026,0.35612876962161416,0.06516498699993463,0.025360770365778627,713.4200000000001,41.74376600164388,4045.31015625,222.36081171430064,,
CPU,XGB,Baseline,43.946343908907735,1.4870670759044284,0.3051694981093147,0.04445739896532872,0.4505113901999721,0.43418570516452476,0.008339793000004647,0.012102832475442245,269.3,271.7008373192839,3975.35078125,204.0083921127491,,
CPU,XGB,Enhanced,39.224923932157125,1.1209064145627177,0.44611694481761416,0.04494857738814632,0.4681875583999499,0.11074290714208551,0.008613631599973814,0.011298301396446504,275.88,293.9812442997002,3989.04375,248.81927366640224,,
CPU,XGB,Enhanced_2,39.5373673675821,1.0472642419424694,0.4412492815509575,0.04139646704043171,0.43542730299996035,0.021242509645126657,0.0038547513999674264,0.0002782588066807754,125.02000000000001,156.40234013594554,4043.1796875,220.50445076392822,,
