accelerator,Model,Features,Fold,mae,r2,train_time_sec,infer_time_sec,peak_cpu_percent,peak_memory_mb,peak_gpu_util_percent,peak_gpu_memory_mb
GPU_Tesla_T4,RF,Baseline,1,41.9294783067892,0.34323671695071156,4.276801739000007,0.036827758999947946,262.2,3672.59765625,0,2
GPU_Tesla_T4,XGB,Baseline,1,41.69347026625352,0.3605108646895996,1.021186207000028,0.004185473999996248,458.7,4771.47265625,22,902
GPU_Tesla_T4,MLP,Baseline,1,54.300571690448315,-0.012858157042367813,0.7840834520000044,0.001503943999978219,101.7,4776.9609375,2,902
GPU_Tesla_T4,LSTM,Baseline,1,52.505279323728864,0.04262985376674078,20.177141763999998,0.09637186899999506,163.9,4862.203125,46,942
GPU_Tesla_T4,RF,Enhanced,1,35.83437399561524,0.5052010158600355,2.607994037000026,0.061292590999983076,693.1,4877.71875,3,942
GPU_Tesla_T4,XGB,Enhanced,1,37.679004056272184,0.4818518605456993,0.37648301700005504,0.0025000360000149158,7.4,4879.93359375,0,942
GPU_Tesla_T4,MLP,Enhanced,1,38.21960490310725,0.4507281149129777,0.7085056040000381,0.0015015760000096634,100.5,4883.50390625,0,942
GPU_Tesla_T4,LSTM,Enhanced,1,40.31540713820647,0.3818311518818328,15.142299103000028,0.09716569099987282,287.4,4940.3984375,48,942
GPU_Tesla_T4,RF,Enhanced_2,1,38.89742553226092,0.42183334683868334,2.861723968000206,0.05764794600008827,755.3,4956.8984375,4,942
GPU_Tesla_T4,XGB,Enhanced_2,1,38.047312238552806,0.4715462536949814,0.39704277100008767,0.0023220880000280886,154.0,4958.43359375,0,942
GPU_Tesla_T4,MLP,Enhanced_2,1,37.60481571233141,0.46423157744368526,0.832368095999982,0.0014782060000015917,174.6,4960.2890625,0,942
GPU_Tesla_T4,LSTM,Enhanced_2,1,41.721489267563626,0.32735405205604773,15.074708988999873,0.08518874400010645,148.1,5013.62109375,48,958
GPU_Tesla_T4,RF,Baseline,2,43.85492812459162,0.2965894232168165,1.6365575810000337,0.06043041399993854,326.8,5025.15234375,0,958
GPU_Tesla_T4,XGB,Baseline,2,45.62151745455669,0.266344731961357,0.22518473200011613,0.0020575609999013977,7.3,5025.0390625,0,958
GPU_Tesla_T4,MLP,Baseline,2,57.92917608068255,-0.2824145078778719,0.759831566999992,0.0014219899999261543,285.5,5025.41015625,0,958
GPU_Tesla_T4,LSTM,Baseline,2,51.60074270178159,0.0767403629534702,15.059142626000039,0.0876089849998607,345.1,5073.73046875,49,958
GPU_Tesla_T4,RF,Enhanced,2,39.0758943347388,0.4467625182358653,2.3516149539998423,0.038720301000012114,716.5,5085.33203125,3,958
GPU_Tesla_T4,XGB,Enhanced,2,40.29604883596554,0.42343360276336817,0.383022654999877,0.0024102089998905285,7.4,5085.38671875,0,958
